"filename", "language", "C#", "JSON", "comment", "blank", "total"
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Player\Test\TestHitting.cs", "C#", 903, 0, 0, 1, 904
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Player\Test\TreeTest.cs", "C#", 13, 0, 0, 1, 14
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Player\Test\WallSnapPoints.cs", "C#", 12, 0, 0, 1, 13
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Player\Test\XPTest.cs", "C#", 6, 0, 0, 1, 7
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Projectile\ProjectileScript.cs", "C#", 6, 0, 0, 1, 7
"c:\Users\adam1\UnityProjects\idk\Assets\Script\ResHandler.cs", "C#", 543, 0, 0, 1, 544
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Save\BuildPieceKind.cs", "C#", 1, 0, 0, 1, 2
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Save\BuildPreviewMarker.cs", "C#", 2, 0, 0, 1, 3
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Save\GameSaveManager.cs", "C#", 326, 0, 0, 1, 327
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Save\RuntimeBuildPiece.cs", "C#", 20, 0, 0, 1, 21
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Spawning\SpawnNpcsAtNight.cs", "C#", 347, 0, 0, 1, 348
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Stone\GetRandomOreType.cs", "C#", 71, 0, 0, 1, 72
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Stone\MineStone.cs", "C#", 673, 0, 0, 1, 674
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Stone\Ore.cs", "C#", 11, 0, 0, 1, 12
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Stone\StoneColliderScript.cs", "C#", 18, 0, 0, 1, 19
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Terrain\TerrainTreePrefabStreamer.cs", "C#", 281, 0, 0, 1, 282
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Terrain\TerrainTreeProxySpawner.cs", "C#", 277, 0, 0, 1, 278
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Tree\ColliderScript.cs", "C#", 14, 0, 0, 1, 15
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Tree\CutTree.cs", "C#", 240, 0, 0, 1, 241
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Tree\DetailPickupMarker.cs", "C#", 28, 0, 0, 1, 29
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Tree\Rework\TreeHandler.cs", "C#", 412, 0, 0, 1, 413
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Tree\TerrainDetailPickupSpawner.cs", "C#", 186, 0, 0, 1, 187
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Tree\TerrainTreeToPrefabConverter.cs", "C#", 671, 0, 0, 1, 672
"c:\Users\adam1\UnityProjects\idk\Assets\Script\UI\InfoHandler.cs", "C#", 80, 0, 0, 1, 81
"c:\Users\adam1\UnityProjects\idk\Assets\Script\UnitySceneSearch.cs", "C#", 49, 0, 0, 1, 50
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Upgrade\UpgradeManager.cs", "C#", 82, 0, 0, 1, 83
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Upgrade\UpgradeSlot.cs", "C#", 20, 0, 0, 1, 21
"c:\Users\adam1\UnityProjects\idk\Assets\Script\XP\PlayerXPState.cs", "C#", 69, 0, 0, 2, 71
"c:\Users\adam1\UnityProjects\idk\Assets\Script\XP\XPHandler.cs", "C#", 104, 0, 0, 2, 106
"c:\Users\adam1\UnityProjects\idk\Assets\Script\XP\XPLevelTableLoader.cs", "C#", 44, 0, 0, 1, 45
"c:\Users\adam1\UnityProjects\idk\Assets\Script\XP\XPLevels.json", "JSON", 0, 14, 0, 1, 15
"Total", "-", 18887, 14, 7, 162, 19070
