"filename", "language", "C#", "JSON", "comment", "blank", "total"
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Player\PickaxeAnimationScript.cs", "C#", 9, 0, 2, 4, 15
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Player\PlayerRootMotionDriver.cs", "C#", 257, 0, 10, 50, 317
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Player\RadiusForAttackScript.cs", "C#", 182, 0, 6, 33, 221
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Player\RayScript.cs", "C#", 1310, 0, 59, 251, 1620
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Player\StaminaScript.cs", "C#", 107, 0, 10, 21, 138
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Player\SwordAnimationScript.cs", "C#", 55, 0, 8, 12, 75
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Player\Test\FPSControllerTest.cs", "C#", 351, 0, 22, 68, 441
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Player\Test\FloorScript.cs", "C#", 13, 0, 2, 3, 18
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Player\Test\RayCastScriptTest.cs", "C#", 1852, 0, 86, 342, 2280
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Player\Test\SnapPoint.cs", "C#", 4, 0, 1, 3, 8
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Player\Test\StairScript.cs", "C#", 13, 0, 2, 3, 18
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Player\Test\TreeTest.cs", "C#", 16, 0, 2, 5, 23
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Player\Test\WallSnapPoints.cs", "C#", 5, 0, 1, 2, 8
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Player\Test\XPTest.cs", "C#", 15, 0, 2, 5, 22
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Projectile\ProjectileScript.cs", "C#", 8, 0, 2, 3, 13
"c:\Users\adam1\UnityProjects\idk\Assets\Script\ResHandler.cs", "C#", 565, 0, 2, 97, 664
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Spawning\SpawnNpcsAtNight.cs", "C#", 363, 0, 18, 61, 442
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Stone\GetRandomOreType.cs", "C#", 113, 0, 5, 19, 137
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Stone\MineStone.cs", "C#", 638, 0, 1, 102, 741
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Stone\Ore.cs", "C#", 14, 0, 1, 3, 18
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Stone\StoneColliderScript.cs", "C#", 35, 0, 5, 6, 46
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Tree\ColliderScript.cs", "C#", 21, 0, 3, 5, 29
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Tree\CutTree.cs", "C#", 355, 0, 18, 63, 436
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Tree\DetailPickupMarker.cs", "C#", 45, 0, 1, 8, 54
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Tree\Rework\TreeHandler.cs", "C#", 485, 0, 0, 89, 574
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Tree\TerrainDetailPickupSpawner.cs", "C#", 288, 0, 2, 50, 340
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Tree\TerrainTreeToPrefabConverter.cs", "C#", 806, 0, 5, 147, 958
"c:\Users\adam1\UnityProjects\idk\Assets\Script\UI\InfoHandler.cs", "C#", 131, 0, 11, 26, 168
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Upgrade\UpgradeManager.cs", "C#", 113, 0, 6, 20, 139
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Upgrade\UpgradeSlot.cs", "C#", 33, 0, 2, 6, 41
"c:\Users\adam1\UnityProjects\idk\Assets\Script\XP\PlayerXPState.cs", "C#", 55, 0, 5, 12, 72
"c:\Users\adam1\UnityProjects\idk\Assets\Script\XP\XPHandler.cs", "C#", 182, 0, 10, 35, 227
"c:\Users\adam1\UnityProjects\idk\Assets\Script\XP\XPLevelTableLoader.cs", "C#", 156, 0, 9, 36, 201
"c:\Users\adam1\UnityProjects\idk\Assets\Script\XP\XPLevels.json", "JSON", 0, 14, 0, 1, 15
"Total", "-", 18966, 14, 910, 3558, 23448
