"filename", "language", "C#", "JSON", "comment", "blank", "total"
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Animals\Animalec.cs", "C#", 143, 0, 0, 1, 144
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Chest\ChestChecker.cs", "C#", 12, 0, 0, 1, 13
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Chest\ChestController.cs", "C#", 27, 0, 0, 1, 28
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Chest\ChestItemGenerator.cs", "C#", 45, 0, 0, 1, 46
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Chest\ItemForChestsHandler.cs", "C#", 20, 0, 0, 1, 21
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Crafting\CraftableItem.cs", "C#", 53, 0, 0, 1, 54
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Crafting\CraftableSlot.cs", "C#", 48, 0, 0, 1, 49
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Crafting\CraftingManager.cs", "C#", 118, 0, 0, 1, 119
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Crafting\CraftingProcessHandler.cs", "C#", 269, 0, 0, 1, 270
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Crafting\CraftingStation.cs", "C#", 18, 0, 0, 1, 19
"c:\Users\adam1\UnityProjects\idk\Assets\Script\CutScenes\StartCutSceneScript.cs", "C#", 34, 0, 0, 1, 35
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Enemies\EnemiesHandler.cs", "C#", 3, 0, 0, 1, 4
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Enemies\NPCDemageScript.cs", "C#", 48, 0, 0, 1, 49
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Enemies\NPCHealthScript.cs", "C#", 34, 0, 0, 1, 35
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Enemies\RandomSkeletonScript.cs", "C#", 10, 0, 0, 1, 11
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Enemies\RandomZombieScript.cs", "C#", 323, 0, 0, 1, 324
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Enemies\SkeletonAnimatopmScript.cs", "C#", 3, 0, 0, 1, 4
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Enemies\ZombieAnimationScript.cs", "C#", 3, 0, 0, 1, 4
"c:\Users\adam1\UnityProjects\idk\Assets\Script\InventoryRemake\InventoryManager.cs", "C#", 55, 0, 0, 1, 56
"c:\Users\adam1\UnityProjects\idk\Assets\Script\InventoryRemake\Item.cs", "C#", 3, 0, 0, 1, 4
"c:\Users\adam1\UnityProjects\idk\Assets\Script\InventoryRemake\SlotInsideUI.cs", "C#", 76, 0, 0, 1, 77
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Inventory\InventoryAddHandler.cs", "C#", 10, 0, 0, 1, 11
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Inventory\InventoryController.cs", "C#", 31, 0, 0, 1, 32
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Inventory\InventoryItem.cs", "C#", 30, 0, 0, 1, 31
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Inventory\InventoryListHandler.cs", "C#", 48, 0, 0, 1, 49
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Inventory\Slot.cs", "C#", 137, 0, 0, 1, 138
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Inventory\SlotManager.cs", "C#", 69, 0, 0, 1, 70
"c:\Users\adam1\UnityProjects\idk\Assets\Script\Inventory\WeaponSlot.cs", "C#", 223, 0, 0, 1, 224
