"filename", "language", "C#", "comment", "blank", "total"
"c:\Users\adam1\UnityProjects\idk\Assets\Script\CutScenes\StartCutSceneScript.cs", "C#", 120, 9, 25, 154
"Total", "-", 120, 9, 25, 154
