"filename", "language", "C#", "comment", "blank", "total"
"c:\Users\adam1\UnityProjects\idk\Assets\Script\InventoryRemake\InventoryManager.cs", "C#", 201, 8, 31, 240
"c:\Users\adam1\UnityProjects\idk\Assets\Script\InventoryRemake\Item.cs", "C#", 19, 2, 6, 27
"c:\Users\adam1\UnityProjects\idk\Assets\Script\InventoryRemake\SlotInsideUI.cs", "C#", 220, 16, 42, 278
"Total", "-", 440, 26, 79, 545
