"filename", "language", "JSON", "C#", "comment", "blank", "total"
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Player\ItemSwitchScript.cs", "C#", 0, 334, 0, 110, 444
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Player\LevelingManager.cs", "C#", 0, 4, 0, 1, 5
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Player\LookingController.cs", "C#", 0, 70, 1, 19, 90
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Player\MovementAnimationScript.cs", "C#", 0, 234, 0, 59, 293
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Player\PickaxeAnimationScript.cs", "C#", 0, 5, 0, 3, 8
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Player\PlayerRootMotionDriver.cs", "C#", 0, 41, 1, 16, 58
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Player\RadiusForAttackScript.cs", "C#", 0, 258, 0, 61, 319
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Player\RayScript.cs", "C#", 0, 550, 5, 181, 736
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Player\StaminaScript.cs", "C#", 0, 61, 0, 14, 75
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Player\StarterItems.cs", "C#", 0, 24, 1, 9, 34
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Player\Sword.cs", "C#", 0, 21, 1, 6, 28
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Player\SwordAnimationScript.cs", "C#", 0, 23, 0, 4, 27
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Player\SwordTrailEffect.cs", "C#", 0, 273, 1, 67, 341
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Player\Test\FPSControllerTest.cs", "C#", 0, 213, 1, 46, 260
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Player\Test\FloorScript.cs", "C#", 0, 10, 1, 6, 17
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Player\Test\RayCastScriptTest.cs", "C#", 0, 1286, 4, 306, 1596
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Player\Test\SnapPoint.cs", "C#", 0, 12, 0, 6, 18
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Player\Test\StairScript.cs", "C#", 0, 10, 1, 6, 17
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Player\Test\TestHitting.cs", "C#", 0, 615, 1, 231, 847
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Player\Test\TreeTest.cs", "C#", 0, 7, 0, 2, 9
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Player\Test\WallSnapPoints.cs", "C#", 0, 8, 0, 5, 13
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Player\Test\XPTest.cs", "C#", 0, 5, 0, 2, 7
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Projectile\ProjectileScript.cs", "C#", 0, 3, 0, 2, 5
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\ResHandler.cs", "C#", 0, 303, 2, 102, 407
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Save\BuildPieceKind.cs", "C#", 0, 4, 0, 1, 5
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Save\BuildPreviewMarker.cs", "C#", 0, 2, 0, 2, 4
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Save\GameSaveManager.cs", "C#", 0, 239, 0, 74, 313
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Save\RuntimeBuildPiece.cs", "C#", 0, 14, 0, 9, 23
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Spawning\SpawnNpcsAtNight.cs", "C#", 0, 245, 6, 72, 323
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Stone\GetRandomOreType.cs", "C#", 0, 70, 1, 15, 86
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Stone\MineStone.cs", "C#", 0, 445, 2, 131, 578
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Stone\Ore.cs", "C#", 0, 10, 0, 3, 13
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Stone\StoneColliderScript.cs", "C#", 0, 12, 2, 3, 17
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Terrain\TerrainTreeProxySpawner.cs", "C#", 0, 209, 1, 96, 306
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Tree\ColliderScript.cs", "C#", 0, 10, 1, 3, 14
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Tree\CutTree.cs", "C#", 0, 168, 2, 47, 217
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Tree\DetailPickupMarker.cs", "C#", 0, 27, 1, 8, 36
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Tree\Rework\TreeHandler.cs", "C#", 0, 297, 0, 117, 414
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Tree\TerrainDetailPickupSpawner.cs", "C#", 0, 146, 2, 50, 198
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Tree\TerrainTreeToPrefabConverter.cs", "C#", 0, 543, 1, 191, 735
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\UI\InfoHandler.cs", "C#", 0, 73, 3, 18, 94
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\UnitySceneSearch.cs", "C#", 0, 23, 0, 3, 26
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Upgrade\UpgradeManager.cs", "C#", 0, 58, 1, 19, 78
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\Upgrade\UpgradeSlot.cs", "C#", 0, 15, 0, 3, 18
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\XP\PlayerXPState.cs", "C#", 0, 33, 0, 7, 40
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\XP\XPHandler.cs", "C#", 0, 87, 0, 25, 112
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\XP\XPLevelTableLoader.cs", "C#", 0, 65, 0, 27, 92
"c:\Users\adamb\Documents\GitHub\idk\Assets\Script\XP\XPLevels.json", "JSON", 14, 0, 0, 1, 15
"Total", "-", 14, 13566, 100, 4129, 17809
